knowledge_id,資料層級,類別,子類別,知識內容,適用對象,依據來源,來源連結或檔名,來源位置/備註,關鍵標籤,可信度,備註
K00746,Academic Knowledge Base,情境化知識補充,畢業,當學生詢問畢業相關的「入學年度課表」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"畢業,入學年度課表,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00747,Academic Knowledge Base,情境化知識補充,選課,當學生詢問選課相關的「必修」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"選課,必修,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00748,Academic Knowledge Base,情境化知識補充,選課,當學生詢問選課相關的「選修」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"選課,選修,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00749,Academic Knowledge Base,情境化知識補充,選課,當學生詢問選課相關的「加退選」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"選課,加退選,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00750,Academic Knowledge Base,情境化知識補充,選課,當學生詢問選課相關的「衝堂」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"選課,衝堂,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00751,Academic Knowledge Base,情境化知識補充,選課,當學生詢問選課相關的「先修條件」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"選課,先修條件,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00752,Academic Knowledge Base,情境化知識補充,選課,當學生詢問選課相關的「學分規劃」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"選課,學分規劃,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00753,Academic Knowledge Base,情境化知識補充,專題,當學生詢問專題相關的「申請表」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"專題,申請表,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00754,Academic Knowledge Base,情境化知識補充,專題,當學生詢問專題相關的「計畫書」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"專題,計畫書,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00755,Academic Knowledge Base,情境化知識補充,專題,當學生詢問專題相關的「指導教師」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"專題,指導教師,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00756,Academic Knowledge Base,情境化知識補充,專題,當學生詢問專題相關的「組員」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"專題,組員,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00757,Academic Knowledge Base,情境化知識補充,專題,當學生詢問專題相關的「成果發表」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"專題,成果發表,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00758,Academic Knowledge Base,情境化知識補充,專題,當學生詢問專題相關的「影片」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"專題,影片,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00759,Academic Knowledge Base,情境化知識補充,實習,當學生詢問實習相關的「履歷」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"實習,履歷,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00760,Academic Knowledge Base,情境化知識補充,實習,當學生詢問實習相關的「面試」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"實習,面試,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00761,Academic Knowledge Base,情境化知識補充,實習,當學生詢問實習相關的「三方合約」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"實習,三方合約,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00762,Academic Knowledge Base,情境化知識補充,實習,當學生詢問實習相關的「週誌」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"實習,週誌,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00763,Academic Knowledge Base,情境化知識補充,實習,當學生詢問實習相關的「成果報告」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"實習,成果報告,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00764,Academic Knowledge Base,情境化知識補充,實習,當學生詢問實習相關的「輔導老師」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"實習,輔導老師,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00765,Academic Knowledge Base,情境化知識補充,抵免,當學生詢問抵免相關的「轉學生」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"抵免,轉學生,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00766,Academic Knowledge Base,情境化知識補充,抵免,當學生詢問抵免相關的「雙主修」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"抵免,雙主修,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00767,Academic Knowledge Base,情境化知識補充,抵免,當學生詢問抵免相關的「輔系」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"抵免,輔系,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00768,Academic Knowledge Base,情境化知識補充,抵免,當學生詢問抵免相關的「外系課程」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"抵免,外系課程,情境補充",中,此筆為RAG追問策略，不是單一行政規章
