knowledge_id,類別,子類別,知識內容,適用對象,依據來源,來源連結或檔名,來源位置/備註,關鍵標籤,可信度,備註
K00765,情境化知識補充,抵免,當學生詢問抵免相關的「轉學生」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"抵免,轉學生,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00766,情境化知識補充,抵免,當學生詢問抵免相關的「雙主修」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"抵免,雙主修,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00767,情境化知識補充,抵免,當學生詢問抵免相關的「輔系」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"抵免,輔系,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00768,情境化知識補充,抵免,當學生詢問抵免相關的「外系課程」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"抵免,外系課程,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00769,情境化知識補充,抵免,當學生詢問抵免相關的「課程大綱」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"抵免,課程大綱,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00770,情境化知識補充,抵免,當學生詢問抵免相關的「學分數」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"抵免,學分數,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00771,情境化知識補充,資源,當學生詢問資源相關的「獎學金」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"資源,獎學金,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00772,情境化知識補充,資源,當學生詢問資源相關的「AI學習中心」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"資源,AI學習中心,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00773,情境化知識補充,資源,當學生詢問資源相關的「NVIDIA DLI」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"資源,NVIDIA DLI,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00774,情境化知識補充,資源,當學生詢問資源相關的「電腦教室」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"資源,電腦教室,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00775,情境化知識補充,資源,當學生詢問資源相關的「M365」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"資源,M365,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00776,情境化知識補充,資源,當學生詢問資源相關的「跨域實驗室」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"資源,跨域實驗室,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00777,情境化知識補充,畢業,當學生詢問畢業相關的「外文能力」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"畢業,外文能力,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00778,情境化知識補充,畢業,當學生詢問畢業相關的「資訊能力」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"畢業,資訊能力,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00779,情境化知識補充,畢業,當學生詢問畢業相關的「美育活動」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"畢業,美育活動,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00780,情境化知識補充,畢業,當學生詢問畢業相關的「體育」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"畢業,體育,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00781,情境化知識補充,畢業,當學生詢問畢業相關的「通識」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"畢業,通識,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00782,情境化知識補充,畢業,當學生詢問畢業相關的「入學年度課表」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"畢業,入學年度課表,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00783,情境化知識補充,選課,當學生詢問選課相關的「必修」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"選課,必修,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00784,情境化知識補充,選課,當學生詢問選課相關的「選修」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"選課,選修,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00785,情境化知識補充,選課,當學生詢問選課相關的「加退選」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"選課,加退選,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00786,情境化知識補充,選課,當學生詢問選課相關的「衝堂」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"選課,衝堂,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00787,情境化知識補充,選課,當學生詢問選課相關的「先修條件」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"選課,先修條件,情境補充",中,此筆為RAG追問策略，不是單一行政規章
